,logic_gate,max,unique,sum,Deep,Fanouts
1855,g1855,100,[100  60  42  10   8],220,-10,2
1856,g1856,70,[70  3],73,-11,1
1857,g1857,46,[46  6],52,-11,1
1858,g1858,100,[100  54],154,-10,2
1859,g1859,100,[100  59  43   9   7],218,-9,2
1860,g1860,100,[100  26],226,-9,2
1861,g1861,100,[100  60  37  12  11],220,-8,2
1862,g1862,62,[62  3],65,-9,1
1863,g1863,59,[59  5],64,-9,1
1864,g1864,100,[100  41],141,-8,2
1865,g1865,100,[100  62  41  11  10],224,-7,2
1866,g1866,100,[100  36],236,-7,2
1867,g1867,100,[100  60  37  12  11],220,-6,2
1868,g1868,70,[70  9],79,-7,1
1869,g1869,56,[56  4],60,-7,1
1870,g1870,100,[100  44],144,-6,2
1871,g1871,100,[100  60  34  17   9],220,-5,2
1872,g1872,100,[100  30],230,-5,2
1873,g1873,100,[100  66  43  14   9],232,-4,2
1874,g1874,59,[59  5],64,-5,1
1875,g1875,62,[62  6],68,-5,1
1876,g1876,100,[100  38],138,-4,2
1877,g1877,100,[100  89  42  37  10],278,-3,2
1878,g1878,100,[100  23],123,-3,2
1879,g1879,100,[100  83  37  36  10],266,-2,2
1880,g1880,58,[58  5],63,-3,1
1881,g1881,66,[66  8],74,-3,1
1882,g1882,100,[100  34],134,-2,2
1883,g1883,100,[100  85  39  37   9],270,-1,2
1884,g1884,56,[56 10],66,-2,2
1885,g1885,66,[66 18  7],91,-2,2
1886,g1886,100,[100  34],234,-1,1
1887,g1887,100,[100  91  43  35  13],282,0,1
1888,g1888,100,[100  28],228,-16,2
1889,g1889,82,[82  1],83,-17,1
1890,g1890,27,[27  4],31,-17,1
1891,g1891,100,[100  73],173,-16,2
1892,g1892,100,[100  22  13   5   4],144,-15,2
1893,g1893,100,[100  22],222,-15,2
1894,g1894,100,[100  86  69  14   3],272,-14,2
1895,g1895,79,[79  3],82,-15,1
1896,g1896,39,[39  9],48,-15,1
1897,g1897,100,[100  61],161,-14,2
1898,g1898,100,[100  36  18  10   8],172,-13,2
1899,g1899,100,[100  20],220,-13,2
1900,g1900,100,[100  83  58  16   9],266,-12,2
1901,g1901,70,[70  3],73,-13,1
1902,g1902,44,[44  7],51,-13,1
1903,g1903,100,[100  56],156,-12,2
1904,g1904,100,[100  42  28   9   5],184,-11,2
1905,g1905,100,[100  18],218,-11,2
1906,g1906,100,[100  71  44  19   8],242,-10,2
1907,g1907,60,[60  4],64,-11,1
1908,g1908,57,[57  3],60,-11,1
1909,g1909,100,[100  43],143,-10,2
1910,g1910,100,[100  53  36  12   5],206,-9,2
1911,g1911,100,[100  26],226,-9,2
1912,g1912,100,[100  68  45  14   9],236,-8,2
1913,g1913,60,[60  6],66,-9,1
1914,g1914,59,[59  5],64,-9,1
1915,g1915,100,[100  41],141,-8,2
1916,g1916,100,[100  57  38  11   8],214,-7,2
1917,g1917,100,[100  30],230,-7,2
1918,g1918,100,[100  65  36  15  14],230,-6,2
1919,g1919,60,[60  9],69,-7,1
1920,g1920,62,[62  6],68,-7,1
1921,g1921,100,[100  38],138,-6,2
1922,g1922,100,[100  61  39  11],222,-5,2
1923,g1923,100,[100  25],225,-5,2
1924,g1924,100,[100  63  35  15  13],226,-4,2
1925,g1925,66,[66  5],71,-5,1
1926,g1926,60,[60 11],71,-5,1
1927,g1927,100,[100  40],140,-4,2
1928,g1928,100,[100  64  38  14  12],228,-3,2
1929,g1929,100,[100  25],225,-3,2
1930,g1930,100,[100  63  38  13  12],226,-2,2
1931,g1931,63,[63  4],67,-3,1
1932,g1932,100,[100  42   7],149,-2,2
1933,g1933,100,[100  59  38  11  10],218,-1,2
1934,g1934,65,[65 11],141,-2,2
1935,g1935,63,[63 14 13],90,-2,2
1936,g1936,100,[100  37],237,-1,1
1937,g1937,100,[100  65  37  15  13],230,0,1
1938,g1938,100,[100  23],223,-14,2
1939,g1939,86,[86],86,-15,1
1940,g1940,22,[22  4],26,-15,1
1941,g1941,100,[100  78],178,-14,2
1942,g1942,100,[100  20  12   4],140,-13,2
1943,g1943,100,[100  22],222,-13,2
1944,g1944,100,[100  86  63  21   2],272,-12,2
1945,g1945,83,[83  2],85,-13,1
1946,g1946,36,[36  4],40,-13,1
1947,g1947,100,[100  64],164,-12,2
1948,g1948,100,[100  41  22  13   6],182,-11,2
1949,g1949,100,[100  24],224,-11,2
1950,g1950,100,[100  77  56  16   5],254,-10,2
1951,g1951,71,[71  5],76,-11,1
1952,g1952,42,[42  1],43,-11,1
1953,g1953,100,[100  58],158,-10,2
1954,g1954,100,[100  44  31   8   5],188,-9,2
1955,g1955,100,[100  21],221,-9,2
1956,g1956,100,[100  70  42  22   6],240,-8,2
1957,g1957,68,[68  7],75,-9,1
1958,g1958,53,[53  5],58,-9,1
1959,g1959,100,[100  47],147,-8,2
1960,g1960,100,[100  65  44  13   8],230,-7,2
1961,g1961,100,[100  35],235,-7,2
1962,g1962,100,[100  53  29  14  10],206,-6,2
1963,g1963,65,[65  8],73,-7,1
1964,g1964,57,[57  3],60,-7,1
1965,g1965,100,[100  43],143,-6,2
1966,g1966,100,[100  68  46  15   7],236,-5,2
1967,g1967,100,[100  32],232,-5,2
1968,g1968,100,[100  58  37  11  10],216,-4,2
1969,g1969,63,[63  9],72,-5,1
1970,g1970,61,[61  5],66,-5,1
1971,g1971,100,[100  39],139,-4,2
1972,g1972,100,[100  84  40  36   8],268,-3,2
1973,g1973,100,[100  27],127,-3,2
1974,g1974,100,[100  87  43  34  10],274,-2,2
1975,g1975,63,[63  6],69,-3,1
1976,g1976,64,[64  6],70,-3,1
1977,g1977,100,[100  36],136,-2,2
1978,g1978,100,[100  89  37  36  16],278,-1,2
1979,g1979,65,[65 13],78,-2,2
1980,g1980,59,[59 21  9],89,-2,2
1981,g1981,100,[100  41],241,-1,1
1982,g1982,100,[100  95  43  33  19],290,0,1
1983,g1983,100,[100  23],223,-12,2
1984,g1984,86,[86  1],87,-13,1
1985,g1985,20,[20],20,-13,1
1986,g1986,100,[100  80],180,-12,2
1987,g1987,100,[100  22  16   6],144,-11,2
1988,g1988,100,[100  24],224,-11,2
1989,g1989,100,[100  87  66  18   3],274,-10,2
1990,g1990,77,[77  3],80,-11,1
1991,g1991,41,[41 11],52,-11,1
1992,g1992,100,[100  59],159,-10,2
1993,g1993,100,[100  39  21  10   8],178,-9,2
1994,g1994,100,[100  23],223,-9,2
1995,g1995,100,[100  78  52  19   7],256,-8,2
1996,g1996,70,[70  4],74,-9,1
1997,g1997,44,[44  4],48,-9,1
1998,g1998,100,[100  56],156,-8,2
1999,g1999,100,[100  47  33   8   6],194,-7,2
2000,g2000,100,[100  27],227,-7,2
2001,g2001,100,[100  73  41  20  12],246,-6,2
2002,g2002,53,[53  6],59,-7,1
2003,g2003,65,[65  3],68,-7,1
2004,g2004,100,[100  35],135,-6,2
2005,g2005,100,[100  54  36  11   7],208,-5,2
2006,g2006,100,[100  29],229,-5,2
2007,g2007,100,[100  65  41  16   8],230,-4,2
2008,g2008,58,[58  8],66,-5,1
2009,g2009,68,[68 12],80,-5,1
2010,g2010,100,[100  32],132,-4,2
2011,g2011,100,[100  58  32  19   7],216,-3,2
2012,g2012,100,[100  26],226,-3,2
2013,g2013,100,[100  69  45  16   8],238,-2,2
2014,g2014,66,[66  7],73,-3,1
2015,g2015,100,[100  40  10],150,-2,2
2016,g2016,100,[100  62  36  15  11],224,-1,2
2017,g2017,67,[67 14],148,-2,2
2018,g2018,63,[63 19 10],92,-2,2
2019,g2019,100,[100  37],237,-1,1
2020,g2020,100,[100  65  35  16  14],230,0,1
2021,g2021,100,[100  30],230,-10,2
2022,g2022,87,[87  3],90,-11,1
2023,g2023,22,[22  4],26,-11,1
2024,g2024,100,[100  78],178,-10,2
2025,g2025,100,[100  19  10   5   4],138,-9,2
2026,g2026,100,[100  34],234,-9,2
2027,g2027,100,[100  89  74  12   3],278,-8,2
2028,g2028,78,[78  3],81,-9,1
2029,g2029,39,[39  7],46,-9,1
2030,g2030,100,[100  61],161,-8,2
2031,g2031,100,[100  34  17  11   6],168,-7,2
2032,g2032,100,[100  31],231,-7,2
2033,g2033,100,[100  81  53  19   9],262,-6,2
2034,g2034,73,[73  9],82,-7,1
2035,g2035,47,[47  4],51,-7,1
2036,g2036,100,[100  53],153,-6,2
2037,g2037,100,[100  46  26  12   8],192,-5,2
2038,g2038,100,[100  29],229,-5,2
2039,g2039,100,[100  73  49  17   7],246,-4,2
2040,g2040,65,[65  5],70,-5,1
2041,g2041,54,[54  5],59,-5,1
2042,g2042,100,[100  46],146,-4,2
2043,g2043,100,[100  92  45  36  11],284,-3,2
2044,g2044,100,[100  28],128,-3,2
2045,g2045,100,[100  89  42  36  11],278,-2,2
2046,g2046,69,[69  5],74,-3,1
2047,g2047,58,[58  9],67,-3,1
2048,g2048,100,[100  42],142,-2,2
2049,g2049,100,[100  85  41  32  12],270,-1,2
2050,g2050,65,[65 11],76,-2,2
2051,g2051,62,[62 17 10],89,-2,2
2052,g2052,100,[100  38],238,-1,1
2053,g2053,100,[100  85  41  32  12],270,0,1
2054,g2054,100,[100  29],229,-8,2
2055,g2055,89,[89  2],91,-9,1
2056,g2056,19,[19  2],21,-9,1
2057,g2057,100,[100  81],181,-8,2
2058,g2058,100,[100  22  14   6   2],144,-7,2
2059,g2059,100,[100  32],232,-7,2
2060,g2060,100,[100  85  58  26   1],270,-6,2
2061,g2061,81,[81  3],84,-7,1
2062,g2062,34,[34  4],38,-7,1
2063,g2063,100,[100  66],166,-6,2
2064,g2064,100,[100  44  29  12   3],188,-5,2
2065,g2065,100,[100  27],227,-5,2
2066,g2066,100,[100  74  48  20   6],248,-4,2
2067,g2067,73,[73  4],77,-5,1
2068,g2068,46,[46  6],52,-5,1
2069,g2069,100,[100  54],154,-4,2
2070,g2070,100,[100  54  35  11   8],208,-3,2
2071,g2071,100,[100  21],221,-3,2
2072,g2072,100,[100  66  37  20   9],232,-2,2
2073,g2073,64,[64  5],69,-3,1
2074,g2074,100,[100  45   5],150,-2,2
2075,g2075,100,[100  59  40  14   5],218,-1,2
2076,g2076,68,[68 10],146,-2,2
2077,g2077,59,[59 16 13],88,-2,2
2078,g2078,100,[100  41],241,-1,1
2079,g2079,100,[100  69  42  14  13],238,0,1
2080,g2080,100,[100  37],237,-6,2
2081,g2081,85,[85],85,-7,1
2082,g2082,22,[22  3],25,-7,1
2083,g2083,100,[100  78],178,-6,2
2084,g2084,100,[100  25  18   4   3],150,-5,2
2085,g2085,100,[100  32],232,-5,2
2086,g2086,100,[100  83  62  17   4],266,-4,2
2087,g2087,74,[74  4],78,-5,1
2088,g2088,44,[44  7],51,-5,1
2089,g2089,100,[100  56],156,-4,2
2090,g2090,100,[100  89  59  23   7],278,-3,2
2091,g2091,100,[100  26],126,-3,2
2092,g2092,100,[100  83  53  23   7],266,-2,2
2093,g2093,66,[66  4],70,-3,1
2094,g2094,54,[54  5],59,-3,1
2095,g2095,100,[100  46],146,-2,2
2096,g2096,100,[100  89  51  29   9],278,-1,2
2097,g2097,69,[69 13],82,-2,2
2098,g2098,59,[59 15 11],85,-2,2
2099,g2099,100,[100  41],241,-1,1
2100,g2100,100,[100  84  46  26  12],268,0,1
2101,g2101,100,[100  28],228,-4,2
2102,g2102,83,[83  3],86,-5,1
2103,g2103,25,[25  2],27,-5,1
2104,g2104,100,[100  75],175,-4,2
2105,g2105,100,[100  27  19   6   2],154,-3,2
2106,g2106,100,[100  24],224,-3,2
2107,g2107,100,[100  82  56  23   3],264,-2,2
2108,g2108,77,[77  3],80,-3,1
2109,g2109,100,[100  59   6],165,-2,2
2110,g2110,100,[100  48  30  11   7],196,-1,2
2111,g2111,74,[74  9],157,-2,2
2112,g2112,49,[49 12 10],71,-2,2
2113,g2113,100,[100  51],251,-1,1
2114,g2114,100,[100  74  51  12  11],248,0,1
2115,g2115,100,[100  27],227,-2,2
2116,g2116,82,[82  1],83,-3,1
2117,g2117,27,[27  3],30,-3,1
2118,g2118,100,[100  73],173,-2,2
2119,g2119,89,[89  9],98,-1,1
2120,g2120,100,[100],100,-2,1
2121,g2121,100,[100  83  74   6   3],266,-1,2
2122,g2122,74,[74 10],84,-2,1
2123,g2123,48,[48 15  7],70,-2,1
2124,g2124,100,[100  52],252,-1,2
2125,g2125,100,[100  74   4],178,0,1
2126,g2126,100,[100  87  67  11   9],274,0,1
