vector | sensitive_node 
000000000000000000000000000000001010 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_0_g022', 'n65', 'n66', 'net_001_g024', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_001_g028', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'net_0_g042', 'net_1_g042', 'n89', 'n90', 'n94', 'net_0_g045', 'net_1_g045', 'n95', 'n96', 'n97', 'n99', 'n100', 'net_0_g050', 'net_1_g050', 'n101', 'n102', 'n103', 'n105', 'n106', 'net_0_g055', 'net_1_g055', 'n107', 'n108', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'net_0_g062', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_001_g065', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'net_0_g066', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'net_0_g081', 'net_1_g081', 'n139', 'n140', 'net_0_g084', 'net_1_g084', 'n141', 'n143', 'net_0_g087', 'n144', 'net_0_g088', 'n146', 'n147', 'net_0_g091', 'net_1_g091', 'n148', 'ZN_neg_g093', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'n169', 'net_1_g113', 'n170', 'net_0_g114', 'n171', 'net_1_g115', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000001011 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_0_g022', 'n65', 'n66', 'net_001_g024', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_001_g028', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'net_0_g042', 'net_1_g042', 'n89', 'n90', 'n94', 'net_0_g045', 'net_1_g045', 'n95', 'n96', 'n97', 'n99', 'n100', 'net_0_g050', 'net_1_g050', 'n101', 'n102', 'n103', 'n105', 'n106', 'net_0_g055', 'net_1_g055', 'n107', 'n108', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_001_g065', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'net_0_g066', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'net_0_g081', 'net_1_g081', 'n139', 'n140', 'net_0_g084', 'net_1_g084', 'n141', 'n143', 'net_0_g087', 'n144', 'net_0_g088', 'n146', 'n147', 'net_0_g091', 'net_1_g091', 'n148', 'ZN_neg_g093', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'n169', 'net_1_g113', 'n170', 'net_0_g114', 'n171', 'net_1_g115', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000001100 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'net_0_g005', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'net_0_g017', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'n65', 'n66', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'net_0_g031', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'n89', 'n90', 'n94', 'n95', 'n96', 'n97', 'n99', 'net_1_g049', 'n100', 'n101', 'n102', 'n103', 'n105', 'net_1_g054', 'n106', 'n107', 'n108', 'net_1_g057', 'net_0_g057', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'n119', 'ZN_neg_g066', 'n122', 'n123', 'net_000_g068', 'n124', 'n125', 'n126', 'net_0_g071', 'n127', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'n136', 'n137', 'n139', 'n140', 'n141', 'n143', 'net_0_g087', 'n144', 'n146', 'n147', 'n148', 'ZN_neg_g093', 'net_0_g093', 'net_1_g093', 'net_0_g094', 'n150', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'net_0_g113', 'n169', 'n170', 'net_1_g114', 'net_0_g115', 'n171', 'n172', 'n173', 'net_0_g117', 'n174', 'n175', 'net_0_g120', 'n177', 'net_1_g121', 'net_0_g121', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000001101 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'net_0_g005', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'net_0_g017', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'n65', 'n66', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'net_0_g031', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'n89', 'n90', 'n94', 'n95', 'n96', 'n97', 'n99', 'net_1_g049', 'n100', 'n101', 'n102', 'n103', 'n105', 'net_1_g054', 'n106', 'n107', 'n108', 'net_1_g057', 'net_0_g057', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'n123', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'n136', 'n137', 'n139', 'n140', 'n141', 'n143', 'net_0_g087', 'n144', 'n146', 'n147', 'n148', 'ZN_neg_g093', 'n150', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'net_0_g113', 'n169', 'n170', 'net_1_g114', 'n171', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'net_0_g120', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000001110 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'net_0_g005', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'net_0_g017', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_0_g022', 'n65', 'n66', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'n89', 'n90', 'n94', 'n95', 'n96', 'n97', 'n99', 'net_1_g049', 'n100', 'n101', 'n102', 'n103', 'n105', 'net_1_g054', 'n106', 'n107', 'n108', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'n119', 'net_2_g063', 'ZN_neg_g066', 'n122', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'net_0_g071', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'n139', 'n140', 'n141', 'n143', 'net_0_g087', 'n144', 'n146', 'n147', 'n148', 'ZN_neg_g093', 'net_0_g093', 'net_1_g093', 'net_0_g094', 'n150', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'net_0_g113', 'n169', 'n170', 'net_0_g115', 'n171', 'n172', 'n173', 'net_0_g117', 'n174', 'n175', 'net_0_g120', 'n177', 'net_1_g121', 'net_0_g121', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000001111 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'net_0_g005', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'net_0_g017', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_0_g022', 'n65', 'n66', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'n89', 'n90', 'n94', 'n95', 'n96', 'n97', 'n99', 'net_1_g049', 'n100', 'n101', 'n102', 'n103', 'n105', 'net_1_g054', 'n106', 'n107', 'n108', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_001_g065', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'n139', 'n140', 'n141', 'n143', 'net_0_g087', 'n144', 'n146', 'n147', 'n148', 'ZN_neg_g093', 'n150', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'net_0_g113', 'n169', 'n170', 'n171', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'net_0_g120', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000010000 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_1_g022', 'net_0_g022', 'n65', 'n66', 'net_001_g024', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_001_g028', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'net_0_g042', 'net_1_g042', 'n89', 'n90', 'n94', 'net_0_g045', 'net_1_g045', 'n95', 'n96', 'n97', 'n99', 'n100', 'net_0_g050', 'net_1_g050', 'n101', 'n102', 'n103', 'n105', 'n106', 'net_0_g055', 'net_1_g055', 'n107', 'n108', 'n116', 'net_0_g060', 'ZN_neg_g061', 'n117', 'n118', 'net_0_g062', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_001_g065', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'net_0_g066', 'net_1_g066', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'net_0_g081', 'net_1_g081', 'n139', 'n140', 'net_0_g084', 'net_1_g084', 'n141', 'n143', 'net_0_g087', 'n144', 'net_0_g088', 'n146', 'n147', 'net_0_g091', 'net_1_g091', 'n148', 'ZN_neg_g093', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'n169', 'net_1_g113', 'n170', 'net_0_g114', 'n171', 'net_1_g115', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000010001 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_1_g022', 'net_0_g022', 'n65', 'n66', 'net_001_g024', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_001_g028', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'net_0_g042', 'net_1_g042', 'n89', 'n90', 'n94', 'net_0_g045', 'net_1_g045', 'n95', 'n96', 'n97', 'n99', 'n100', 'net_0_g050', 'net_1_g050', 'n101', 'n102', 'n103', 'n105', 'n106', 'net_0_g055', 'net_1_g055', 'n107', 'n108', 'n116', 'net_0_g060', 'ZN_neg_g061', 'n117', 'n118', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_001_g065', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'net_0_g066', 'net_1_g066', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'net_0_g081', 'net_1_g081', 'n139', 'n140', 'net_0_g084', 'net_1_g084', 'n141', 'n143', 'net_0_g087', 'n144', 'net_0_g088', 'n146', 'n147', 'net_0_g091', 'net_1_g091', 'n148', 'ZN_neg_g093', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'n169', 'net_1_g113', 'n170', 'net_0_g114', 'n171', 'net_1_g115', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000010010 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_0_g022', 'n65', 'n66', 'net_001_g024', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_001_g028', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'net_0_g042', 'net_1_g042', 'n89', 'n90', 'n94', 'net_0_g045', 'net_1_g045', 'n95', 'n96', 'n97', 'n99', 'n100', 'net_0_g050', 'net_1_g050', 'n101', 'n102', 'n103', 'n105', 'n106', 'net_0_g055', 'net_1_g055', 'n107', 'n108', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'net_0_g062', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_001_g065', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'net_0_g066', 'net_1_g066', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'net_0_g081', 'net_1_g081', 'n139', 'n140', 'net_0_g084', 'net_1_g084', 'n141', 'n143', 'net_0_g087', 'n144', 'net_0_g088', 'n146', 'n147', 'net_0_g091', 'net_1_g091', 'n148', 'ZN_neg_g093', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'n169', 'net_1_g113', 'n170', 'net_0_g114', 'n171', 'net_1_g115', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
000000000000000000000000000000010011 | ['n43', 'n44', 'n45', 'n46', 'n47', 'net_1_g004', 'n48', 'n49', 'n50', 'n51', 'net_1_g008', 'n52', 'n53', 'n54', 'n55', 'n56', 'n57', 'n58', 'net_1_g015', 'n59', 'ZN_neg_g017', 'n60', 'n62', 'ZN_neg_g020', 'n63', 'n64', 'net_0_g022', 'n65', 'n66', 'net_001_g024', 'net_000_g024', 'n67', 'n68', 'net_0_g025', 'n69', 'n70', 'net_001_g028', 'net_000_g028', 'n71', 'n72', 'net_0_g029', 'n73', 'n74', 'n77', 'net_0_g034', 'ZN_neg_g035', 'n78', 'n81', 'net_0_g038', 'ZN_neg_g039', 'n82', 'n83', 'n84', 'n88', 'net_0_g042', 'net_1_g042', 'n89', 'n90', 'n94', 'net_0_g045', 'net_1_g045', 'n95', 'n96', 'n97', 'n99', 'n100', 'net_0_g050', 'net_1_g050', 'n101', 'n102', 'n103', 'n105', 'n106', 'net_0_g055', 'net_1_g055', 'n107', 'n108', 'n116', 'ZN_neg_g061', 'n117', 'n118', 'n119', 'net_0_g063', 'net_1_g063', 'n120', 'net_001_g065', 'net_000_g065', 'n121', 'ZN_neg_g066', 'n122', 'net_0_g066', 'net_1_g066', 'n123', 'net_001_g068', 'net_000_g068', 'n124', 'n125', 'n126', 'n127', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'net_0_g073', 'n130', 'net_001_g075', 'net_000_g075', 'n131', 'n132', 'n133', 'n134', 'net_1_g078', 'n136', 'n137', 'net_0_g081', 'net_1_g081', 'n139', 'n140', 'net_0_g084', 'net_1_g084', 'n141', 'n143', 'net_0_g087', 'n144', 'net_0_g088', 'n146', 'n147', 'net_0_g091', 'net_1_g091', 'n148', 'ZN_neg_g093', 'n151', 'net_2_g095', 'net_0_g096', 'n152', 'n153', 'net_1_g097', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'n157', 'net_1_g101', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'net_0_g104', 'n160', 'n161', 'net_1_g105', 'n162', 'n163', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_0_g111', 'n167', 'n168', 'net_1_g112', 'n169', 'net_1_g113', 'n170', 'net_0_g114', 'n171', 'net_1_g115', 'n172', 'n173', 'net_0_g117', 'n174', 'net_2_g118', 'n175', 'n177', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_0_g133', 'n189', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432']
